Role	Rank	Last_word	pos	case	gender	animacy	number	link_name	t	r
агенс	периферия	глыбами	S	ins	f	inan	pl	nmod	stone	concr
агенс	субъект	кпрф	S	acc	f	inan	0	dobj		
агенс	периферия	стариком	S	ins	m	anim	sg	nmod	hum	concr
агенс	периферия	волей	S	ins	f	inan	sg	conj	psych:volit	abstr
агенс	атрибут	своим	APRO	ins	m	sg	ins	det		poss
агенс	объект	его	SPRO	acc	m	sg	3p	dobj		pers
агенс	несобственный	ветром	S	ins	m	inan	sg	dobj	weather	abstr
агенс	периферия	многими	APRO	ins				amod		
агенс	контролер согласования	оператором	S	ins	m	inan	sg	nmod	hum prof	concr
агенс	периферия	кем-нибудь	SPRO	ins	m	sg	ins	nmod		indet
агенс	периферия	руками	S	ins	f	inan	pl	nmod		concr
агенс	периферия	цементом	S	ins	m	inan	sg	nmod	stuff	concr
агенс	несобственный	которыми	APRO	ins				dobj	ord	rel
агенс	объект	парня	S	acc	m	anim	sg	dobj	hum	concr
агенс	объект	зайца	S	acc	anim	m	sg	dobj	animal	concr
агенс	периферия	дашенькой	S	ins	persn	f	anim	nmod	hum persn	propn
агенс	периферия	магдалиной	S	ins	persn	f	anim	nmod	hum famn persn	propn
агенс	периферия	воспитанием	S	ins	n	inan	sg	conj		abstr
агенс	периферия	валькой	S	ins	persn	m	anim	nmod	hum persn	propn
агенс	периферия	кем	SPRO	ins	m	sg	ins	ROOT		rel
агенс	периферия	майором	S	ins	m	anim	sg	nmod	hum armpos	concr
агенс	периферия	ворами	S	ins	m	anim	pl	dobj	hum	concr
агенс	контролер согласования	руку	S	acc	f	inan	sg	dobj		concr
агенс	периферия	парнем	S	ins	m	anim	sg	nmod	hum	concr
агенс	периферия	аналитиками	S	ins	m	anim	pl	nmod:agent	hum	concr
агенс	периферия	россией	S	ins	f	inan	sg	dobj	topon	propn
агенс	периферия	неприятелями	S	ins	m	anim	pl	dobj	hum	concr
агенс	периферия	ком	SPRO	loc	m	sg	loc	ROOT		rel
агенс	несобственный	его	SPRO	acc	m	sg	3p	dobj		pers
агенс	несобственный	клубы	S	acc	m	inan	pl	dobj	org	concr
агенс	периферия	корм	S	acc	m	inan	sg	conj	physiol	abstr
агенс	объект	армию	S	acc	f	inan	sg	nmod		concr
агенс	периферия	ними	SPRO	ins	pl	3p	ins	nmod		pers
агенс	объект	время	S	acc	n	inan	sg	nmod	param time	abstr
агенс	периферия	соседом	S	ins	m	anim	sg	dobj	hum	concr
агенс	объект	катю	S	acc	persn	f	anim	dobj	hum persn	propn
агенс	объект	первый	ANUM	acc	sg	m	acc	amod	ord	ord qual
агенс	контролер согласования	стульчик	S	acc	m	inan	sg	nmod	tool:furn	concr
агенс	периферия	партией	S	ins	f	inan	sg	nmod	org	concr
агенс	периферия	ним	SPRO	ins	m	sg	3p	nmod		pers
агенс	контролер согласования	чистоту	S	acc	f	inan	sg	dobj		abstr
агенс	периферия	девочками	S	ins	f	anim	pl	dobj	hum	concr
агенс	объект	малинина	S	acc	famn	m	anim	appos	hum famn	propn
агенс	периферия	отцом	S	ins	m	anim	sg	nmod	hum:kin	concr
агенс	объект	москву	S	acc	f	inan	sg	nmod	topon	propn
агенс	несобственный	местечковцев	S	acc	m	anim	pl	dobj		
агенс	периферия	собакой	S	ins	anim	f	sg	nmod	animal	concr
агенс	несобственный	коллег	S	acc	m-f	anim	pl	conj	hum	concr
агенс	контролер согласования	армией	S	ins	f	inan	sg	dobj		concr
агенс	периферия	начальником	S	ins	m	anim	sg	ROOT	hum	concr
агенс	несобственный	рому	S	acc	f	inan	sg	nmod	hum persn	propn
агенс	периферия	которой	APRO	loc	f	sg	loc	acl:relcl	ord	rel
агенс	субъект	правило	S	acc	n	inan	sg	dobj	tool	concr abstr
агенс	контролер согласования	трое	NUM	acc				nummod		coll:pauc
агенс	периферия	своим	APRO	ins	m	sg	ins	det		poss
агенс	контролер согласования	роль	S	acc	f	inan	sg	dobj		abstr
агенс	объект	современников	S	acc	m	anim	pl	conj	hum	concr
агенс	объект	широва	S	acc	famn	m	anim	dobj	hum famn	propn
агенс	периферия	собою	SPRO	ins				dobj		ref
агенс	объект	шампанское	S	acc	inan	n	sg	dobj	food liq stuff	concr
агенс	периферия	гарднером	S	ins	famn	m	anim	dobj	hum famn	propn
агенс	несобственный	конокрада	S	acc	m	anim	sg	dobj	hum	concr
агенс	контролер согласования	подразделениями	S	ins	n	inan	pl	nmod		abstr
агенс	периферия	обрубками	S	ins	m	inan	pl	nmod		concr
агенс	периферия	его	SPRO	acc	m	sg	3p	dobj		pers
агенс	объект	москву	S	acc	f	inan	sg	nmod	topon	propn
агенс	периферия	тобой	SPRO	ins	sg	2p	ins	dobj		pers
агенс	объект	лошадку	S	acc	f	anim	sg	dobj	toy	concr
агенс	периферия	компанией	S	ins	f	inan	sg	dobj	group	concr
агенс	периферия	людьми	S	ins	m	anim	pl	nmod:agent	hum	concr
агенс	периферия	фирмой	S	ins	f	inan	sg	nmod	org	concr
агенс	периферия	царей	S	acc	m	anim	pl	dobj	hum	concr
агенс	объект	председателя	S	acc	m	anim	sg	dobj	hum	concr
агенс	контролер согласования	карету	S	acc	f	inan	sg	dobj	tool:transp	concr
агенс	периферия	мальчиком	S	ins	anim	m	sg	dobj	hum	concr
агенс	периферия	этим	APRO	ins	m	sg	ins	det		dem
агенс	контролер согласования	огнём	S	ins	m	inan	sg	nsubj	stuff	concr
агенс	контролер согласования	сотрудником	S	ins	m	anim	sg	dobj	hum	concr
агенс	объект	нас	SPRO	acc	pl	1p	acc	dobj		pers
агенс	периферия	матери	S	loc	f	anim	sg	nmod	hum:kin	concr
агенс	контролер согласования	летом	S	ins	n	inan	sg	conj	time:season time	abstr
агенс	объект	рецидивиста	S	acc	m	anim	sg	appos	hum	concr
агенс	периферия	вадима	S	acc	persn	m	anim	dobj	hum persn	propn
агенс	объект	другого	APRO	acc	m	sg	acc	dobj		spec
агенс	периферия	белорыбице	S	loc	f	anim	sg	nmod	food animal:fish	concr
агенс	контролер согласования	платье	S	loc	n	inan	sg	ROOT		concr
агенс	объект	москву	S	acc	f	inan	sg	nmod	topon	propn
агенс	несобственный	толпой	S	ins	f	inan	sg	nmod	group	concr
агенс	несобственный	голубей	S	acc	m	anim	pl	dobj	animal	concr
агенс	периферия	очевидцами	S	ins	m	anim	pl	dobj	hum	concr
агенс	периферия	данными	S	ins				dobj	ment	abstr
агенс	несобственный	его	SPRO	acc	m	sg	3p	dobj		pers
агенс	периферия	кирпичами	S	ins	m	inan	pl	dobj		concr
агенс	контролер согласования	дерево	S	acc	inan	n	sg	dobj	plant	concr
агенс	периферия	кругом	S	ins	m	inan	sg	nmod	form:geom	concr
агенс	периферия	директором	S	ins	m	anim	sg	nmod	hum	concr
агенс	объект	директора	S	acc	m	anim	sg	dobj	hum	concr
агенс	объект	милиционера	S	acc	m	anim	sg	nmod	hum prof	concr
агенс	периферия	ними	SPRO	ins	pl	3p	ins	nmod		pers
агенс	периферия	отцом	S	ins	m	anim	sg	nmod	hum:kin	concr
агенс	объект	знаменитость	S	acc	f	anim	sg	conj	humq	abstr
агенс	объект	андрюшу	S	acc	persn	m	anim	nmod	hum persn	propn
агенс	несобственный	её	SPRO	acc	f	sg	3p	dobj		pers
агенс	объект	жену	S	acc	f	anim	sg	conj	hum:kin	concr
агенс	периферия	весельем	S	ins	n	inan	sg	nmod	psych:emot	abstr
агенс	объект	сиротку	S	acc	m-f	anim	sg	dobj	hum	concr
агенс	периферия	авторов	S	acc	m	anim	pl	dobj	hum	concr
агенс	периферия	девушкой	S	ins	anim	f	sg	nmod	hum	concr
агенс	объект	соперницу	S	acc	f	anim	sg	dobj	hum	concr
агенс	периферия	нею	SPRO	ins	f	sg	3p	nmod		pers
агенс	периферия	мужеством	S	ins	n	inan	sg	nmod	humq	abstr
агенс	объект	кровь	S	acc	f	inan	sg	dobj	stuff liq	concr
агенс	контролер согласования	блуждание	S	acc	n	inan	sg	nmod		abstr
агенс	объект	республики	S	acc	f	inan	pl	conj		abstr
агенс	несобственный	её	SPRO	acc	f	sg	3p	dobj		pers
агенс	объект	плот	S	acc	m	inan	sg	dobj	tool:transp	concr
агенс	контролер согласования	лугу	S	loc2	m	inan	sg	nmod	space	concr
агенс	контролер согласования	веке	S	loc	m	inan	sg	nmod	unit time:period	abstr
агенс	объект	твена	S	acc	famn	m	anim	xcomp	hum famn	propn
агенс	периферия	чиновником	S	ins	m	anim	sg	nmod	hum	concr
агенс	периферия	таней	S	ins	persn	f	anim	nmod	hum persn	propn
агенс	контролер согласования	фляжку	S	acc	f	inan	sg	conj	tool:dish	concr
агенс	объект	костю	S	acc	persn	m	anim	dobj	hum persn	propn
агенс	периферия	гражданке	S	loc	f	anim	sg	nmod	hum	concr
агенс	периферия	трудом	S	ins	m	inan	sg	nmod		abstr
агенс	периферия	человека	S	acc	m	anim	sg	nmod	hum	concr
агенс	периферия	коллегой	S	ins	m-f	anim	sg	conj	hum	concr
агенс	объект	артиста	S	acc	m	anim	sg	dobj	hum prof	concr
агенс	периферия	авиацией	S	ins	f	inan	sg	conj		abstr
агенс	контролер согласования	водой	S	ins	f	inan	sg	dobj	stuff liq	concr
агенс	периферия	спутником	S	ins	m	anim	sg	nmod	hum	concr
агенс	периферия	иваном	S	ins	persn	m	anim	dobj	hum persn	propn
агенс	периферия	бёдрами	S	ins	n	inan	pl	dobj		concr
агенс	объект	котят	S	acc	m	anim	pl	ROOT	animal	concr
агенс	объект	мысли	S	acc	f	inan	pl	nmod	ment	abstr
агенс	периферия	хомякова	S	acc	famn	m	anim	nmod	hum famn	propn
агенс	субъект	его	SPRO	acc	m	sg	3p	dobj		pers
агенс	периферия	органом	S	ins	m	inan	sg	nmod	tool:mus	concr
агенс	периферия	парикмахерше	S	loc	f	anim	sg	nmod	hum	concr
агенс	периферия	кем-то	SPRO	ins	m	anim	sg	nmod		indet
агенс	периферия	звёздами	S	ins	f	inan	pl	nmod:agent	astr space	concr
агенс	атрибут	своей	APRO	loc	f	sg	loc	det		poss
агенс	объект	сотню	S	acc	f	inan	sg	ROOT	numcoll	abstr
агенс	периферия	репортёрами	S	ins	m	anim	pl	nmod	hum	concr
агенс	периферия	японию	S	acc	f	inan	sg	dobj	topon	propn
агенс	несобственный	короля	S	acc	famn	m	anim	dobj	hum	concr
агенс	контролер согласования	платформе	S	loc	f	inan	sg	nmod	tool space constr	concr
агенс	объект	кого-то	SPRO	acc	m	sg	acc	dobj		indet
агенс	периферия	тулиным	S	ins	famn	m	anim	dobj	hum famn	propn
агенс	периферия	злом	S	ins	n	inan	sg	nmod		abstr
агенс	объект	область	S	acc	f	inan	sg	dobj	space	concr
агенс	периферия	армией	S	ins	f	inan	sg	dobj		concr
агенс	периферия	бабушкой	S	ins	f	anim	sg	dobj	hum:kin	concr
агенс	периферия	стихотворцами	S	ins	m	anim	pl	dobj	hum	concr
агенс	периферия	рухлядью	S	ins	f	inan	sg	nmod		concr
